"LISTING_ID","HOST_ID","PROPERTY_TYPE","ROOM_TYPE","CITY","COUNTRY","ACCOMMODATES","BEDROOMS","BATHROOMS","PRICE_PER_NIGHT","BEDROOM_DENSITY","PRICE_PER_PERSON","PRICE_PER_NIGHT_TAG","LISTING_CREATED_AT","ETL_LOADED_AT","DBT_SCD_ID","DBT_UPDATED_AT","DBT_VALID_FROM","DBT_VALID_TO"
500281,10094,"APARTMENT","Entire home/apt","marseille","france",5,3,3,135,0.60,27.00,"MID_RANGE","2024-11-29 02:32:50.000","2026-08-06T10:58:24","860def81bfec856173b50d3315fe1599","2024-11-29 02:32:50.000","2024-11-29 02:32:50.000","9999-12-31 00:00:00.000"
500282,10022,"VILLA","Entire home/apt","montpellier","france",6,3,2,109,0.50,18.17,"MID_RANGE","2018-02-12 01:37:07.000","2026-08-06T10:58:24","7fcd7c5c7f9e5ce9eb6c8ad8f4e97c3a","2018-02-12 01:37:07.000","2018-02-12 01:37:07.000","9999-12-31 00:00:00.000"
500283,10016,"HOUSE","Entire home/apt","lyon","france",10,4,2,199,0.40,19.90,"MID_RANGE","2023-10-03 17:39:19.000","2026-08-06T10:58:24","61285749085bd671603a811b648c90c6","2023-10-03 17:39:19.000","2023-10-03 17:39:19.000","9999-12-31 00:00:00.000"
500284,10003,"APARTMENT","Entire home/apt","paris","france",3,1,1,135,0.33,45.00,"MID_RANGE","2025-07-20 15:36:38.000","2026-08-06T10:58:24","0de50866768b6cc28cb3bfd6aa61db89","2025-07-20 15:36:38.000","2025-07-20 15:36:38.000","9999-12-31 00:00:00.000"
500285,10081,"APARTMENT","Entire home/apt","paris","france",6,3,2,193,0.50,32.17,"MID_RANGE","2023-09-21 01:07:56.000","2026-08-06T10:58:24","9826e550fbe17759e4f58c7310d44c55","2023-09-21 01:07:56.000","2023-09-21 01:07:56.000","9999-12-31 00:00:00.000"
500286,10016,"STUDIO","Entire home/apt","paris","france",1,0,1,130,0.00,130.00,"MID_RANGE","2023-12-21 08:18:04.000","2026-08-06T10:58:24","500c28f6b0f8fbe4341875aa8adebf19","2023-12-21 08:18:04.000","2023-12-21 08:18:04.000","9999-12-31 00:00:00.000"
500287,10038,"APARTMENT","Private room","paris","france",6,3,3,98,0.50,16.33,"MID_RANGE","2025-07-13 01:02:04.000","2026-08-06T10:58:24","e789499876af6049d5634e5a43329d74","2025-07-13 01:02:04.000","2025-07-13 01:02:04.000","9999-12-31 00:00:00.000"
500288,10015,"HOUSE","Entire home/apt","lille","france",6,2,1,118,0.33,19.67,"MID_RANGE","2025-10-23 21:51:43.000","2026-08-06T10:58:24","55cf91853164951ac317681766729b53","2025-10-23 21:51:43.000","2025-10-23 21:51:43.000","9999-12-31 00:00:00.000"
500289,10059,"APARTMENT","Entire home/apt","montpellier","france",1,1,1,81,1.00,81.00,"MID_RANGE","2023-03-13 09:35:36.000","2026-08-06T10:58:24","c5da3b6c961bc6d14624cfd16b80c3ca","2023-03-13 09:35:36.000","2023-03-13 09:35:36.000","9999-12-31 00:00:00.000"
500290,10095,"STUDIO","Private room","paris","france",1,0,1,67,0.00,67.00,"BUDGET","2018-09-01 00:27:40.000","2026-08-06T10:58:24","f3aabb9809d7bca4da4f8cd47186bade","2018-09-01 00:27:40.000","2018-09-01 00:27:40.000","9999-12-31 00:00:00.000"
500291,10057,"APARTMENT","Private room","montpellier","france",4,2,1,46,0.50,11.50,"BUDGET","2021-10-18 00:23:45.000","2026-08-06T10:58:24","b1b76176ed2b3e50627f5d5fa8286d99","2021-10-18 00:23:45.000","2021-10-18 00:23:45.000","9999-12-31 00:00:00.000"
500292,10050,"APARTMENT","Entire home/apt","nice","france",1,1,1,107,1.00,107.00,"MID_RANGE","2022-01-01 08:31:23.000","2026-08-06T10:58:24","58287ac4fc18af54949de6a3eada47e4","2022-01-01 08:31:23.000","2022-01-01 08:31:23.000","9999-12-31 00:00:00.000"
500293,10076,"HOUSE","Entire home/apt","marseille","france",11,5,2,219,0.45,19.91,"LUXURY","2020-03-25 23:21:00.000","2026-08-06T10:58:24","92e8e0bd9db76891a267fcff5701b8c3","2020-03-25 23:21:00.000","2020-03-25 23:21:00.000","9999-12-31 00:00:00.000"
500294,10063,"APARTMENT","Entire home/apt","paris","france",5,2,2,145,0.40,29.00,"MID_RANGE","2024-06-12 02:05:04.000","2026-08-06T10:58:24","2753284b5230bc8980d15dbc7419a640","2024-06-12 02:05:04.000","2024-06-12 02:05:04.000","9999-12-31 00:00:00.000"
500295,10074,"APARTMENT","Shared room","toulouse","france",5,2,1,31,0.40,6.20,"BUDGET","2024-04-15 07:15:29.000","2026-08-06T10:58:24","054fbdd13ee18028c4a8a984f9a5d3d3","2024-04-15 07:15:29.000","2024-04-15 07:15:29.000","9999-12-31 00:00:00.000"
500296,10085,"APARTMENT","Private room","nice","france",7,3,2,85,0.43,12.14,"MID_RANGE","2026-02-10 16:06:50.000","2026-08-06T10:58:24","2b7a73e921d35036270ea105a38aada3","2026-02-10 16:06:50.000","2026-02-10 16:06:50.000","9999-12-31 00:00:00.000"
500297,10064,"APARTMENT","Entire home/apt","lille","france",2,1,1,52,0.50,26.00,"BUDGET","2024-05-23 06:25:33.000","2026-08-06T10:58:24","593f40803216be9e22e8621e9730cc9e","2024-05-23 06:25:33.000","2024-05-23 06:25:33.000","9999-12-31 00:00:00.000"
500298,10052,"APARTMENT","Entire home/apt","nantes","france",6,3,2,133,0.50,22.17,"MID_RANGE","2022-10-15 20:46:51.000","2026-08-06T10:58:24","45438b82af4fa31dc22df1032dc8a2d2","2022-10-15 20:46:51.000","2022-10-15 20:46:51.000","9999-12-31 00:00:00.000"
500299,10096,"APARTMENT","Entire home/apt","nice","france",7,3,2,213,0.43,30.43,"LUXURY","2025-11-27 03:21:28.000","2026-08-06T10:58:24","2b1606a2b700d58064e868740849b3c2","2025-11-27 03:21:28.000","2025-11-27 03:21:28.000","9999-12-31 00:00:00.000"
500300,10066,"HOUSE","Entire home/apt","bordeaux","france",9,4,2,213,0.44,23.67,"LUXURY","2025-03-24 10:58:08.000","2026-08-06T10:58:24","3dbf36e236847fb00753095085a19748","2025-03-24 10:58:08.000","2025-03-24 10:58:08.000","9999-12-31 00:00:00.000"
